,open,high,low,close,volume,marketCap,timestamp,crypto_name,date
31653,3.9288734167,3.995382004,3.8788738701,3.987761154,120766064.787305,760419950.356744,2019-11-16T23:59:59.999Z,Cosmos,2019-11-16
31654,180.49910079,184.155272162,179.98567849,183.348359202,6789888119.76224,19908020820.5157,2019-11-16T23:59:59.999Z,Ethereum,2019-11-16
31655,0.035677783,0.0374938063,0.0348650955,0.0354175391,13515995.7167031,414757172.383603,2019-11-16T23:59:59.999Z,Cronos,2019-11-16
31656,1.0027762491,1.0109779437,1.0023810936,1.0079688392,196265977.267304,444955986.517353,2019-11-16T23:59:59.999Z,USD Coin,2019-11-16
31657,0.00781688974604,0.00782224971025,0.00727836900503,0.00729265278036,138772820.058813,404412125.923346,2019-11-16T23:59:59.999Z,VeChain,2019-11-16
31658,0.2714106715,0.2775573266,0.2657615776,0.2701126815,110695337.795925,117597226.173173,2019-11-16T23:59:59.999Z,Algorand,2019-11-16
31659,61.9511882879,63.0240781254,61.4984569728,62.0073601534,167735054.293291,1073410014.38265,2019-11-16T23:59:59.999Z,Monero,2019-11-16
31660,0.0138429396,0.0144900208,0.0137376931,0.014462227,8172986.02970237,34545361.9447825,2019-11-16T23:59:59.999Z,Polygon,2019-11-16
31661,0.250859355,0.2710957454,0.2502497667,0.2695603683,60116630.8744217,365628112.072136,2019-11-16T23:59:59.999Z,Basic Attention Token,2019-11-16
31662,1.4832562786,1.5023911158,1.4781015267,1.4820990069,3861571.88889018,78005161.9575209,2019-11-16T23:59:59.999Z,FTX Token,2019-11-16
31663,8491.16631667,8591.99724097,8473.97406353,8550.76055694,16495389808.4135,154354054193.602,2019-11-16T23:59:59.999Z,Bitcoin,2019-11-16
31664,0.0287790794,0.0294725104,0.0287305051,0.0291299243,4700025.99247751,30590542.6783827,2019-11-16T23:59:59.999Z,Decentraland,2019-11-16
31665,4.5662316248,4.6791682663,4.5506047822,4.666598861,558701704.595845,537301697.679307,2019-11-16T23:59:59.999Z,Ethereum Classic,2019-11-16
31666,0.0135895953,0.0141958539,0.0134544045,0.0134990371,3293293.73445654,50793760.966415,2019-11-16T23:59:59.999Z,Chiliz,2019-11-16
31667,264.956884786,269.504326653,263.398682898,267.697413334,1481946682.5264,4849880729.80741,2019-11-16T23:59:59.999Z,Bitcoin Cash,2019-11-16
31668,20.3174076895,20.6341357036,20.0920742987,20.2826528787,211016745.833853,3154697159.67299,2019-11-16T23:59:59.999Z,BNB,2019-11-16
31669,0.00265664829977,0.00267476122768,0.00263594751748,0.00266930224488,71531457.1506515,325863005.982339,2019-11-16T23:59:59.999Z,Dogecoin,2019-11-16
31670,0.0264909783,0.0269733511,0.0263732647,0.0268640393,5030358.17021495,130814170.722679,2019-11-16T23:59:59.999Z,Ravencoin,2019-11-16
